,Lon,Lat,ID
306,12.08857767,56.16387217,21
307,12.08437488,56.1631944,21
308,12.0802443,56.16289996,21
309,12.07653042,56.16293329,21
310,12.0734249,56.16319441,21
311,12.06611667,56.16448051,21
312,12.06309156,56.16480828,21
313,12.05948056,56.16501658,21
314,12.05552777,56.16503603,21
315,12.05168876,56.16489717,21
316,12.04826664,56.16459996,21
317,12.03871652,56.16329993,21
318,12.02303876,56.16209998,21
319,12.01744436,56.16144165,21
320,12.0126832,56.16045272,21
321,12.00894986,56.15908048,21
322,12.00605267,56.15739714,21
323,12.00081941,56.15347214,21
324,11.99783597,56.15140552,21
325,11.98522497,56.14340277,21
326,11.98243597,56.14194442,21
327,11.97957764,56.14105828,21
328,11.97650278,56.14091938,21
329,11.97318318,56.14154443,21
330,11.96972769,56.14283048,21
331,11.9663444,56.14454998,21
332,11.96319165,56.14651103,21
333,11.96033042,56.1485777,21
334,11.95253332,56.15477493,21
335,11.94984708,56.15668325,21
336,11.94713046,56.15834994,21
337,11.94449989,56.1596361,21
338,11.9420582,56.16041664,21
339,11.93985818,56.16066105,21
340,11.93790556,56.16039996,21
341,11.93614711,56.15975827,21
342,11.92608608,56.15505272,21
343,11.91638332,56.15316102,21
344,11.91326097,56.15218881,21
345,11.91046108,56.15095552,21
346,11.90570541,56.14828049,21
347,11.90354711,56.14720551,21
348,11.90139164,56.14642497,21
349,11.89425819,56.14484442,21
350,11.89162764,56.14414993,21
351,11.88901098,56.14331666,21
352,11.88656932,56.14237771,21
353,11.8844194,56.14138881,21
354,11.87945821,56.13876659,21
355,11.87784439,56.13817777,21
356,11.87125543,56.13649437,21
357,11.86828054,56.1355027,21
358,11.86498885,56.13416659,21
359,11.86153598,56.13249996,21
360,11.85814153,56.13060827,21
361,11.84923876,56.12487772,21
362,11.84638607,56.12338608,21
363,11.84332208,56.12229162,21
364,11.84001375,56.12166658,21
365,11.83656105,56.12154441,21
366,11.83316666,56.12194444,21
367,11.82998607,56.12276107,21
368,11.82425826,56.12491382,21
369,11.82141388,56.12564161,21
370,11.81838329,56.12576382,21
371,11.81519437,56.12517499,21
372,11.81203597,56.12392492,21
373,11.8092111,56.12222221,21
374,11.80688053,56.12029443,21
375,11.80491929,56.11836942,21
376,11.80291106,56.11658053,21
377,11.80022213,56.11506938,21
378,11.79640264,56.11390549,21
379,11.79141106,56.1130388,21
380,11.77980266,56.11154441,21
381,11.77454163,56.11053883,21
382,11.7701333,56.10920274,21
383,11.76650273,56.10753608,21
384,11.75675824,56.10171942,21
385,11.75343962,56.1,21
386,11.74273228,56.1,21
387,11.73202495,56.1,21
388,11.72973596,56.10064165,21
389,11.72671386,56.10079993,21
390,11.72331098,56.1003472,21
391,11.72201647,56.1,21
392,11.70715479,56.1,21
393,11.69229311,56.1,21
394,11.69102768,56.10074717,21
395,11.68212774,56.1067194,21
396,11.67924708,56.10880277,21
397,11.67698043,56.11088607,21
398,11.67595541,56.11303884,21
399,11.67578048,56.11505276,21
400,11.67614438,56.11635549,21
401,11.67621663,56.11701383,21
402,11.67583611,56.11743054,21
403,11.67527208,56.11732769,21
404,11.67461657,56.11696111,21
405,11.67381385,56.11588605,21
406,11.67293884,56.11420272,21
407,11.6702554,56.10831662,21
408,11.6689332,56.10680549,21
409,11.66706379,56.10571103,21
410,11.6646471,56.10517497,21
411,11.66191387,56.10529444,21
412,11.65926933,56.10623331,21
413,11.65703887,56.10802217,21
414,11.65530277,56.110625,21
415,11.6523583,56.11769158,21
416,11.6503944,56.12163325,21
417,11.64786099,56.12543329,21
418,11.64484441,56.12874995,21
419,11.64164434,56.1312166,21
420,11.63860543,56.13260555,21
421,11.63599711,56.13284718,21
422,11.63404165,56.13206661,21
423,11.63287774,56.1305916,21
424,11.63251662,56.12871664,21
425,11.63281667,56.1266666,21
426,11.63403329,56.12251662,21
427,11.63412776,56.1204527,21
428,11.63356939,56.11848883,21
429,11.63236109,56.11668327,21
430,11.63068043,56.11515555,21
431,11.6287082,56.11394161,21
432,11.62418878,56.11194439,21
433,11.62154988,56.1106416,21
434,11.61854711,56.10878611,21
435,11.61143887,56.10364717,21
436,11.60748602,56.10100827,21
437,11.6055646,56.1,21
438,11.5901954,56.1,21
439,11.58882495,56.10192771,21
440,11.58766375,56.10466935,21
441,11.58669429,56.10732773,21
442,11.58552496,56.10965277,21
443,11.58376661,56.11171937,21
444,11.57695544,56.11713603,21
445,11.57139984,56.1217722,21
446,11.56456934,56.12796935,21
447,11.55702767,56.13534714,21
448,11.54964722,56.1430722,21
449,11.54320556,56.15034717,21
450,11.53814991,56.15668329,21
451,11.53456657,56.16191107,21
452,11.53220824,56.1661277,21
453,11.530725,56.16958325,21
454,11.52905273,56.17463603,21
455,11.5282972,56.17638889,21
456,11.52728606,56.17767494,21
457,11.52587218,56.17869718,21
458,11.52154151,56.18097218,21
459,11.5185972,56.18281383,21
460,11.51114714,56.1879333,21
461,11.50665275,56.19059159,21
462,11.50173885,56.19284719,21
463,11.49661382,56.19461937,21
464,11.4916277,56.19604158,21
465,11.48844715,56.19774439,21
466,11.4852444,56.19996662,21
467,11.48267497,56.20248329,21
468,11.48088874,56.20498328,21
469,11.48012497,56.20559162,21
470,11.47924155,56.20578053,21
471,11.47861655,56.20543328,21
472,11.4782694,56.20484436,21
